year,level_1,level_2,value
2006,Other Ethnic Groups (Females),35 - 39 Years,1282
2006,Other Ethnic Groups (Females),40 - 44 Years,1386
2006,Other Ethnic Groups (Females),45 - 49 Years,1445
2006,Other Ethnic Groups (Females),50 - 54 Years,1093
2006,Other Ethnic Groups (Females),55 - 59 Years,906
2006,Other Ethnic Groups (Females),60 - 64 Years,434
2006,Other Ethnic Groups (Females),65 - 69 Years,525
2006,Other Ethnic Groups (Females),70 - 74 Years,490
2006,Other Ethnic Groups (Females),75 - 79 Years,412
2006,Other Ethnic Groups (Females),80 - 84 Years,220
2006,Other Ethnic Groups (Females),65 Years & Over,1835
2006,Other Ethnic Groups (Females),70 Years & Over,1310
2006,Other Ethnic Groups (Females),75 Years & Over,820
2006,Other Ethnic Groups (Females),80 Years & Over,408
2006,Other Ethnic Groups (Females),85 Years & Over,188
2007,Total Citizen,0  -  4 Years,164881
2007,Total Citizen,5  -  9 Years,201967
2007,Total Citizen,10 - 14 Years,233841
2007,Total Citizen,15 - 19 Years,242388
2007,Total Citizen,20 - 24 Years,199307
2007,Total Citizen,25 - 29 Years,198089
2007,Total Citizen,30 - 34 Years,214037
2007,Total Citizen,35 - 39 Years,229007
2007,Total Citizen,40 - 44 Years,269373
2007,Total Citizen,45 - 49 Years,285200
2007,Total Citizen,50 - 54 Years,260756
2007,Total Citizen,55 - 59 Years,210898
2007,Total Citizen,60 - 64 Years,129287
2007,Total Citizen,65 - 69 Years,108848
2007,Total Citizen,70 - 74 Years,76110
2007,Total Citizen,75 - 79 Years,55144
2007,Total Citizen,80 - 84 Years,30490
2007,Total Citizen,65 Years & Over,294817
2007,Total Citizen,70 Years & Over,185969
2007,Total Citizen,75 Years & Over,109859
2007,Total Citizen,80 Years & Over,54715
2007,Total Citizen,85 Years & Over,24225
2007,Total Male Citizens,0  -  4 Years,84733
2007,Total Male Citizens,5  -  9 Years,104627
2007,Total Male Citizens,10 - 14 Years,120554
2007,Total Male Citizens,15 - 19 Years,124556
2007,Total Male Citizens,20 - 24 Years,103512
2007,Total Male Citizens,25 - 29 Years,101696
2007,Total Male Citizens,30 - 34 Years,107863
2007,Total Male Citizens,35 - 39 Years,113524
2007,Total Male Citizens,40 - 44 Years,134394
2007,Total Male Citizens,45 - 49 Years,143199
2007,Total Male Citizens,50 - 54 Years,130567
2007,Total Male Citizens,55 - 59 Years,104449
2007,Total Male Citizens,60 - 64 Years,63034
2007,Total Male Citizens,65 - 69 Years,51110
2007,Total Male Citizens,70 - 74 Years,35003
2007,Total Male Citizens,75 - 79 Years,23569
2007,Total Male Citizens,80 - 84 Years,11785
2007,Total Male Citizens,65 Years & Over,129406
2007,Total Male Citizens,70 Years & Over,78296
2007,Total Male Citizens,75 Years & Over,43293
2007,Total Male Citizens,80 Years & Over,19724
2007,Total Male Citizens,85 Years & Over,7939
2007,Total Female Citizens,0  -  4 Years,80148
2007,Total Female Citizens,5  -  9 Years,97340
2007,Total Female Citizens,10 - 14 Years,113287
2007,Total Female Citizens,15 - 19 Years,117832
2007,Total Female Citizens,20 - 24 Years,95795
2007,Total Female Citizens,25 - 29 Years,96393
2007,Total Female Citizens,30 - 34 Years,106174
2007,Total Female Citizens,35 - 39 Years,115483
2007,Total Female Citizens,40 - 44 Years,134979
2007,Total Female Citizens,45 - 49 Years,142001
2007,Total Female Citizens,50 - 54 Years,130189
2007,Total Female Citizens,55 - 59 Years,106449
2007,Total Female Citizens,60 - 64 Years,66253
2007,Total Female Citizens,65 - 69 Years,57738
2007,Total Female Citizens,70 - 74 Years,41107
2007,Total Female Citizens,75 - 79 Years,31575
2007,Total Female Citizens,80 - 84 Years,18705
2007,Total Female Citizens,65 Years & Over,165411
2007,Total Female Citizens,70 Years & Over,107673
2007,Total Female Citizens,75 Years & Over,66566
2007,Total Female Citizens,80 Years & Over,34991
2007,Total Female Citizens,85 Years & Over,16286
2007,Total Malays,0  -  4 Years,33452
2007,Total Malays,5  -  9 Years,41201
2007,Total Malays,10 - 14 Years,46532
2007,Total Malays,15 - 19 Years,47760
2007,Total Malays,20 - 24 Years,38739
2007,Total Malays,25 - 29 Years,30068
2007,Total Malays,30 - 34 Years,28356
2007,Total Malays,35 - 39 Years,32276
2007,Total Malays,40 - 44 Years,42992
2007,Total Malays,45 - 49 Years,41117
2007,Total Malays,50 - 54 Years,31603
2007,Total Malays,55 - 59 Years,21553
2007,Total Malays,60 - 64 Years,11993
2007,Total Malays,65 - 69 Years,9566
2007,Total Malays,70 - 74 Years,8415
2007,Total Malays,75 - 79 Years,5402
2007,Total Malays,80 - 84 Years,2941
2007,Total Malays,65 Years & Over,27944
2007,Total Malays,70 Years & Over,18378
2007,Total Malays,75 Years & Over,9963
2007,Total Malays,80 Years & Over,4561
2007,Total Malays,85 Years & Over,1620
2007,Total Male Malays,0  -  4 Years,17227
2007,Total Male Malays,5  -  9 Years,21409
2007,Total Male Malays,10 - 14 Years,24093
2007,Total Male Malays,15 - 19 Years,24492
2007,Total Male Malays,20 - 24 Years,19812
2007,Total Male Malays,25 - 29 Years,15448
2007,Total Male Malays,30 - 34 Years,14520
2007,Total Male Malays,35 - 39 Years,16160
2007,Total Male Malays,40 - 44 Years,21456
2007,Total Male Malays,45 - 49 Years,20797
2007,Total Male Malays,50 - 54 Years,15798
2007,Total Male Malays,55 - 59 Years,10453
2007,Total Male Malays,60 - 64 Years,5795
2007,Total Male Malays,65 - 69 Years,4435
2007,Total Male Malays,70 - 74 Years,3845
2007,Total Male Malays,75 - 79 Years,2448
2007,Total Male Malays,80 - 84 Years,1427
2007,Total Male Malays,65 Years & Over,12958
2007,Total Male Malays,70 Years & Over,8523
2007,Total Male Malays,75 Years & Over,4678
2007,Total Male Malays,80 Years & Over,2230
2007,Total Male Malays,85 Years & Over,803
2007,Total Female Malays,0  -  4 Years,16225
2007,Total Female Malays,5  -  9 Years,19792
2007,Total Female Malays,10 - 14 Years,22439
2007,Total Female Malays,15 - 19 Years,23268
2007,Total Female Malays,20 - 24 Years,18927
2007,Total Female Malays,25 - 29 Years,14620
2007,Total Female Malays,30 - 34 Years,13836
2007,Total Female Malays,35 - 39 Years,16116
2007,Total Female Malays,40 - 44 Years,21536
2007,Total Female Malays,45 - 49 Years,20320
2007,Total Female Malays,50 - 54 Years,15805
2007,Total Female Malays,55 - 59 Years,11100
2007,Total Female Malays,60 - 64 Years,6198
2007,Total Female Malays,65 - 69 Years,5131
2007,Total Female Malays,70 - 74 Years,4570
2007,Total Female Malays,75 - 79 Years,2954
2007,Total Female Malays,80 - 84 Years,1514
2007,Total Female Malays,65 Years & Over,14986
2007,Total Female Malays,70 Years & Over,9855
2007,Total Female Malays,75 Years & Over,5285
2007,Total Female Malays,80 Years & Over,2331
2007,Total Female Malays,85 Years & Over,817
2007,Total Chinese,0  -  4 Years,113832
2007,Total Chinese,5  -  9 Years,140127
2007,Total Chinese,10 - 14 Years,164755
2007,Total Chinese,15 - 19 Years,171880
2007,Total Chinese,20 - 24 Years,141882
2007,Total Chinese,25 - 29 Years,151998
2007,Total Chinese,30 - 34 Years,169768
2007,Total Chinese,35 - 39 Years,177701
2007,Total Chinese,40 - 44 Years,202803
2007,Total Chinese,45 - 49 Years,219940
2007,Total Chinese,50 - 54 Years,209423
2007,Total Chinese,55 - 59 Years,174068
2007,Total Chinese,60 - 64 Years,109013
2007,Total Chinese,65 - 69 Years,92591
2007,Total Chinese,70 - 74 Years,62074
2007,Total Chinese,75 - 79 Years,45275
2007,Total Chinese,80 - 84 Years,25446
2007,Total Chinese,65 Years & Over,246569
2007,Total Chinese,70 Years & Over,153978
2007,Total Chinese,75 Years & Over,91904
2007,Total Chinese,80 Years & Over,46629
2007,Total Chinese,85 Years & Over,21183
2007,Total Male Chinese,0  -  4 Years,58515
2007,Total Male Chinese,5  -  9 Years,72670
2007,Total Male Chinese,10 - 14 Years,84987
2007,Total Male Chinese,15 - 19 Years,88584
2007,Total Male Chinese,20 - 24 Years,74084
2007,Total Male Chinese,25 - 29 Years,78198
2007,Total Male Chinese,30 - 34 Years,85509
2007,Total Male Chinese,35 - 39 Years,87686
2007,Total Male Chinese,40 - 44 Years,101062
2007,Total Male Chinese,45 - 49 Years,110157
2007,Total Male Chinese,50 - 54 Years,104909
2007,Total Male Chinese,55 - 59 Years,86523
2007,Total Male Chinese,60 - 64 Years,53308
2007,Total Male Chinese,65 - 69 Years,43742
2007,Total Male Chinese,70 - 74 Years,28485
2007,Total Male Chinese,75 - 79 Years,18615
2007,Total Male Chinese,80 - 84 Years,9180
2007,Total Male Chinese,65 Years & Over,106326
2007,Total Male Chinese,70 Years & Over,62584
2007,Total Male Chinese,75 Years & Over,34099
2007,Total Male Chinese,80 Years & Over,15484
2007,Total Male Chinese,85 Years & Over,6304
2007,Total Female Chinese,0  -  4 Years,55317
2007,Total Female Chinese,5  -  9 Years,67457
2007,Total Female Chinese,10 - 14 Years,79768
2007,Total Female Chinese,15 - 19 Years,83296
2007,Total Female Chinese,20 - 24 Years,67798
2007,Total Female Chinese,25 - 29 Years,73800
2007,Total Female Chinese,30 - 34 Years,84259
2007,Total Female Chinese,35 - 39 Years,90015
2007,Total Female Chinese,40 - 44 Years,101741
2007,Total Female Chinese,45 - 49 Years,109783
2007,Total Female Chinese,50 - 54 Years,104514
2007,Total Female Chinese,55 - 59 Years,87545
2007,Total Female Chinese,60 - 64 Years,55705
2007,Total Female Chinese,65 - 69 Years,48849
2007,Total Female Chinese,70 - 74 Years,33589
2007,Total Female Chinese,75 - 79 Years,26660
2007,Total Female Chinese,80 - 84 Years,16266
2007,Total Female Chinese,65 Years & Over,140243
2007,Total Female Chinese,70 Years & Over,91394
2007,Total Female Chinese,75 Years & Over,57805
2007,Total Female Chinese,80 Years & Over,31145
2007,Total Female Chinese,85 Years & Over,14879
2007,Total Indians,0  -  4 Years,13901
2007,Total Indians,5  -  9 Years,16941
2007,Total Indians,10 - 14 Years,19136
2007,Total Indians,15 - 19 Years,19560
2007,Total Indians,20 - 24 Years,16356
2007,Total Indians,25 - 29 Years,14080
2007,Total Indians,30 - 34 Years,13947
2007,Total Indians,35 - 39 Years,16864
2007,Total Indians,40 - 44 Years,20959
2007,Total Indians,45 - 49 Years,21411
2007,Total Indians,50 - 54 Years,17466
2007,Total Indians,55 - 59 Years,13409
2007,Total Indians,60 - 64 Years,7254
2007,Total Indians,65 - 69 Years,5770
2007,Total Indians,70 - 74 Years,4763
2007,Total Indians,75 - 79 Years,3752
2007,Total Indians,80 - 84 Years,1712
2007,Total Indians,65 Years & Over,17101
2007,Total Indians,70 Years & Over,11331
2007,Total Indians,75 Years & Over,6568
2007,Total Indians,80 Years & Over,2816
2007,Total Indians,85 Years & Over,1104
2007,Total Male Indians,0  -  4 Years,7087
2007,Total Male Indians,5  -  9 Years,8693
2007,Total Male Indians,10 - 14 Years,9738
2007,Total Male Indians,15 - 19 Years,9850
2007,Total Male Indians,20 - 24 Years,8425
2007,Total Male Indians,25 - 29 Years,7101
2007,Total Male Indians,30 - 34 Years,6897
2007,Total Male Indians,35 - 39 Years,8767
2007,Total Male Indians,40 - 44 Years,10691
2007,Total Male Indians,45 - 49 Years,11015
2007,Total Male Indians,50 - 54 Years,8773
2007,Total Male Indians,55 - 59 Years,6509
2007,Total Male Indians,60 - 64 Years,3422
2007,Total Male Indians,65 - 69 Years,2528
2007,Total Male Indians,70 - 74 Years,2319
2007,Total Male Indians,75 - 79 Years,2206
2007,Total Male Indians,80 - 84 Years,1004
2007,Total Male Indians,65 Years & Over,8786
2007,Total Male Indians,70 Years & Over,6258
2007,Total Male Indians,75 Years & Over,3939
2007,Total Male Indians,80 Years & Over,1733
2007,Total Male Indians,85 Years & Over,729
2007,Total Female Indians,0  -  4 Years,6814
2007,Total Female Indians,5  -  9 Years,8248
2007,Total Female Indians,10 - 14 Years,9398
2007,Total Female Indians,15 - 19 Years,9710
2007,Total Female Indians,20 - 24 Years,7931
2007,Total Female Indians,25 - 29 Years,6979
2007,Total Female Indians,30 - 34 Years,7050
2007,Total Female Indians,35 - 39 Years,8097
2007,Total Female Indians,40 - 44 Years,10268
2007,Total Female Indians,45 - 49 Years,10396
2007,Total Female Indians,50 - 54 Years,8693
2007,Total Female Indians,55 - 59 Years,6900
2007,Total Female Indians,60 - 64 Years,3832
2007,Total Female Indians,65 - 69 Years,3242
2007,Total Female Indians,70 - 74 Years,2444
2007,Total Female Indians,75 - 79 Years,1546
2007,Total Female Indians,80 - 84 Years,708
2007,Total Female Indians,65 Years & Over,8315
2007,Total Female Indians,70 Years & Over,5073
2007,Total Female Indians,75 Years & Over,2629
2007,Total Female Indians,80 Years & Over,1083
2007,Total Female Indians,85 Years & Over,375
2007,Other Ethnic Groups (Total),0  -  4 Years,3696
2007,Other Ethnic Groups (Total),5  -  9 Years,3698
2007,Other Ethnic Groups (Total),10 - 14 Years,3418
2007,Other Ethnic Groups (Total),15 - 19 Years,3188
2007,Other Ethnic Groups (Total),20 - 24 Years,2330
2007,Other Ethnic Groups (Total),25 - 29 Years,1943
2007,Other Ethnic Groups (Total),30 - 34 Years,1966
2007,Other Ethnic Groups (Total),35 - 39 Years,2166
2007,Other Ethnic Groups (Total),40 - 44 Years,2619
2007,Other Ethnic Groups (Total),45 - 49 Years,2732
2007,Other Ethnic Groups (Total),50 - 54 Years,2264
2007,Other Ethnic Groups (Total),55 - 59 Years,1868
2007,Other Ethnic Groups (Total),60 - 64 Years,1027
2007,Other Ethnic Groups (Total),65 - 69 Years,921
2007,Other Ethnic Groups (Total),70 - 74 Years,858
2007,Other Ethnic Groups (Total),75 - 79 Years,715
2007,Other Ethnic Groups (Total),80 - 84 Years,391
2007,Other Ethnic Groups (Total),65 Years & Over,3203
2007,Other Ethnic Groups (Total),70 Years & Over,2282
2007,Other Ethnic Groups (Total),75 Years & Over,1424
2007,Other Ethnic Groups (Total),80 Years & Over,709
2007,Other Ethnic Groups (Total),85 Years & Over,318
2007,Other Ethnic Groups (Males),0  -  4 Years,1904
2007,Other Ethnic Groups (Males),5  -  9 Years,1855
2007,Other Ethnic Groups (Males),10 - 14 Years,1736
2007,Other Ethnic Groups (Males),15 - 19 Years,1630
2007,Other Ethnic Groups (Males),20 - 24 Years,1191
2007,Other Ethnic Groups (Males),25 - 29 Years,949
2007,Other Ethnic Groups (Males),30 - 34 Years,937
2007,Other Ethnic Groups (Males),35 - 39 Years,911
2007,Other Ethnic Groups (Males),40 - 44 Years,1185
2007,Other Ethnic Groups (Males),45 - 49 Years,1230
2007,Other Ethnic Groups (Males),50 - 54 Years,1087
2007,Other Ethnic Groups (Males),55 - 59 Years,964
2007,Other Ethnic Groups (Males),60 - 64 Years,509
2007,Other Ethnic Groups (Males),65 - 69 Years,405
2007,Other Ethnic Groups (Males),70 - 74 Years,354
2007,Other Ethnic Groups (Males),75 - 79 Years,300
2007,Other Ethnic Groups (Males),80 - 84 Years,174
2007,Other Ethnic Groups (Males),65 Years & Over,1336
2007,Other Ethnic Groups (Males),70 Years & Over,931
2007,Other Ethnic Groups (Males),75 Years & Over,577
2007,Other Ethnic Groups (Males),80 Years & Over,277
2007,Other Ethnic Groups (Males),85 Years & Over,103
2007,Other Ethnic Groups (Females),0  -  4 Years,1792
2007,Other Ethnic Groups (Females),5  -  9 Years,1843
2007,Other Ethnic Groups (Females),10 - 14 Years,1682
2007,Other Ethnic Groups (Females),15 - 19 Years,1558
2007,Other Ethnic Groups (Females),20 - 24 Years,1139
2007,Other Ethnic Groups (Females),25 - 29 Years,994
2007,Other Ethnic Groups (Females),30 - 34 Years,1029
2007,Other Ethnic Groups (Females),35 - 39 Years,1255
2007,Other Ethnic Groups (Females),40 - 44 Years,1434
2007,Other Ethnic Groups (Females),45 - 49 Years,1502
2007,Other Ethnic Groups (Females),50 - 54 Years,1177
2007,Other Ethnic Groups (Females),55 - 59 Years,904
2007,Other Ethnic Groups (Females),60 - 64 Years,518
2007,Other Ethnic Groups (Females),65 - 69 Years,516
2007,Other Ethnic Groups (Females),70 - 74 Years,504
2007,Other Ethnic Groups (Females),75 - 79 Years,415
2007,Other Ethnic Groups (Females),80 - 84 Years,217
2007,Other Ethnic Groups (Females),65 Years & Over,1867
2007,Other Ethnic Groups (Females),70 Years & Over,1351
2007,Other Ethnic Groups (Females),75 Years & Over,847
2007,Other Ethnic Groups (Females),80 Years & Over,432
2007,Other Ethnic Groups (Females),85 Years & Over,215
2008,Total Citizen,0  -  4 Years,164314
2008,Total Citizen,5  -  9 Years,195111
2008,Total Citizen,10 - 14 Years,230418
2008,Total Citizen,15 - 19 Years,244782
2008,Total Citizen,20 - 24 Years,204764
2008,Total Citizen,25 - 29 Years,202276
2008,Total Citizen,30 - 34 Years,206084
2008,Total Citizen,35 - 39 Years,231185
2008,Total Citizen,40 - 44 Years,262329
2008,Total Citizen,45 - 49 Years,284611
2008,Total Citizen,50 - 54 Years,269243
2008,Total Citizen,55 - 59 Years,218383
2008,Total Citizen,60 - 64 Years,146535
2008,Total Citizen,65 - 69 Years,110048
2008,Total Citizen,70 - 74 Years,78441
2008,Total Citizen,75 - 79 Years,57366
2008,Total Citizen,80 - 84 Years,32899
2008,Total Citizen,65 Years & Over,304403
2008,Total Citizen,70 Years & Over,194355
2008,Total Citizen,75 Years & Over,115914
2008,Total Citizen,80 Years & Over,58548
2008,Total Citizen,85 Years & Over,25649
2008,Total Male Citizens,0  -  4 Years,84404
2008,Total Male Citizens,5  -  9 Years,100982
2008,Total Male Citizens,10 - 14 Years,118629
2008,Total Male Citizens,15 - 19 Years,125863
2008,Total Male Citizens,20 - 24 Years,106262
2008,Total Male Citizens,25 - 29 Years,104134
2008,Total Male Citizens,30 - 34 Years,103818
2008,Total Male Citizens,35 - 39 Years,114722
2008,Total Male Citizens,40 - 44 Years,130749
2008,Total Male Citizens,45 - 49 Years,142766
2008,Total Male Citizens,50 - 54 Years,134640
2008,Total Male Citizens,55 - 59 Years,108517
2008,Total Male Citizens,60 - 64 Years,71407
2008,Total Male Citizens,65 - 69 Years,51688
2008,Total Male Citizens,70 - 74 Years,36174
2008,Total Male Citizens,75 - 79 Years,24770
2008,Total Male Citizens,80 - 84 Years,12709
2008,Total Male Citizens,65 Years & Over,133684
2008,Total Male Citizens,70 Years & Over,81996
